qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
340,who did man in the image talk to on the fiscal cliff?,3,2,John F. Kennedy,0
341,who is the leader of the house of representatives who is working with man in the image on a deficit reduction plan?,1,0,John Boehner (R-OH),0
342,who is running for president against man with the black suit in the image in france?,2,1,Francois Hollande,0
343,who is involved in the self-immolations in person in the image?,1,1,spiritual leader the Dalai Lama,1
344,who is involved in the recent protests in man in the image?,3,2,social activist the Dalai Lama ,0
345,who is involved in the recent protests in person in the image?,0,3,political leader the Dalai Lama,0
346,who is involved in the recent protests in person in the image?,1,2,activist the Dalai Lama ,0
347,why are there so many self-immolations in person in the image?,2,0,to draw attention to the plight of the Tibetan people,0
348,what is the cause of the recent self-immolations in person in the image?,1,0,the frustration and despair that people feel as they see the increased number of Buddhist monasteries being forced to close,0
349,who presented a transitional plan to ecowas person in the image in malaysia?,1,3,Chiek Modibo Diarra,0
350,who is traveling with man in the left of the image of the joint chiefs of staff?,1,1,Defense Secretary Leon Panetta,1
351,who is the us defense person in the left of the image under person in the left of the image of state?,0,0,Martin Dempsey,1
352,what does man in the left of the image say about the neptune convention?,3,1,"current U.S. Defense Secretary, Leon Panetta does not support the treaty.",0
353,when is person with the glasses in the image of venezuela going to be sworn in?,3,2,10-Apr,0
354,when is the next election for venezuela president after person with the glasses in the image dies?,3,3,10-Jan,1
355,when is the next election for venezuela after man with the sunglasses in the image dies?,2,0,3-Apr,0
356,when is the next election for venezuela after man with the sunglasses in the image dies?,3,0,2-Jan,0
357,how many times did person in the bottom of the image serve as speaker of the house?,0,2,three terms,0
358,how many years did man in the image play in movies?,3,3,five,1
359,how many years did man in the image play in movies?,2,3,three,0
360,who was in the room with person in the center of the image on eid al-adha?,1,0,former U.S. President Gerald Ford,0
361,when did person in the image appear before the legislative council?,2,0,Sunday,0
362,where is woman in the left of the image being held?,1,1,New York's Hofstra University,1
363,where is the presidential debate between person in the left of the image. mitt Romney and president?,3,3,New York's Hofstra University.,1
364,who has the advantage in the presidential debate between person in the left of the image. obama and mccain?,0,3,Ryan,0
365,where is the second debate between woman in the left of the image and b.s. president?,2,2,New York's Hofstra University,1
366,who is running for us senate in arizona with person in the left of the image?,0,1,Kelly MJesse,0
367,who is running for person in the left of the image in arizona?,1,0,Gary Kiehne,0
368,who is running to replace person in the left of the image in arizona?,3,3,Ron Barber,1
369,who is running for congress in arizona after man in the left of the image was shot?,1,3,Joe Arpaio,0
370,why did woman in the left of the image and lauberman form a new political party?,1,0,pragmatic politics in preparation for the next Israeli election.,0
371,what is the main reason for supporting person in the right of the image in 2012?,1,0,defeating Mr. Romney,0
372,who is running for vice president with woman with the black coat in the image?,1,1,Congressman Paul Ryan,1
373,what is the priority for person in the image at the un?,1,3,to use nuclear weapons against Iran.,0
374,who is the president of pakistan when woman in the image speaks?,0,1,SomeLuck Jonathan,0
375,how many medals did person with the black suit in the image give to shimon peres?,3,0,100 others,0
376,who is known as man with the black coat in the image?,2,2,Peres,1
377,who won the nobel peace prize with man in the center of the image?,1,3,Nelson Mandela,0
378,who is person in the left of the image?,0,0,Catherine Ashton,1
379,who is accusing man in the right of the image of rape?,2,0,one of the senator's at the Washington sex party,0
380,when is woman with the white coat in the image coming to india?,2,1,Saturday,0
381,what is the priority when person with the white jacket in the image is visiting india?,1,2,monarchy ideas,0
382,when did the president of person in the right of the image get shot?,0,2,August,0
383,"who offered a bounty of 100,000 rupees for man in the right of the image?",3,3,Pakistani Railway Minister Ghulam Ahmad Bilour,1
384,who is the current leader of ukraine after man in the image resigned?,3,0,Prime Minister Mykola Azarov,0
385,when did the first lady of north korea appear with man with the green dress in the image?,2,3,mid-August,0
386,when was person in the right of the image of north korea introduced?,0,3,mid-August,0
387,where is man in the center of the image being treated in britain?,1,2,University College London,0
388,where is person in the center of the image being treated in the uk?,2,1,Queen Elizabeth Hospital in Cardiff,0
389,where is person in the center of the image being treated in the uk?,0,1,King George Hospital in London,0
390,who is the main opponent of person in the center of the image in ukraine?,2,2,Yulia Tymoshenko,1
391,who is person in the center of the image of ukraine?,0,0,Yulia Tymoshenko,1
392,who is person in the center of the image in ukraine right now?,2,2,Yulia Tymoshenko,1
393,who is man in the center of the image of the former ukraine prime minister?,1,1,Yulia Tymoshenko,1
394,who is person in the center of the image of the opposition leader in ukraine?,1,3,Yulia,0
395,who is responsible for passing a deficit reduction bill according to person in the image?,3,0,Congress,0
396,when did malala yousafzai get shot by man in the center of the image?,2,1,35-Oct-12,0
397,who is the pakistan interior minister who supported person in the center of the image in her struggle for education?,0,0,Rehman Malik,1
398,what does person in the image of state clinton say about human rights?,2,2,21st Century human rights means having the same rights on-line as off,1
399,countries where did chris man in the image in 2011?,2,1,Zanzibar,0
400,who is the prime minister of india when woman in the left of the image is in india?,0,0,Manmohan Singh,1
401,who is person in the left of the image of india in afghanistan?,3,3,Manmohan Singh,1
402,what does secretary of man in the image want to do in the pacific?,0,0,"to address a range of issues including conservation, sustainable development, and gender equality.",1
403,how much does the greek government have to cut to appease person in the bottom of the image in the country?,1,2,"$15 billion in cuts to spending, benefits and pensions and tax increases.",0
404,what is the condition of woman in the left of the image in pakistan who is accused of blasphemy?,2,0,Tired,0
405,who was the man who set himself on fire in man in the left of the image?,1,2,Dorje Gyatso,0
