index,filenumber,qid,question,origanswer,generatedanswer,correctness
20091,11,2181402,"Question: 
Answer Choices are: 
a. [2, 3, 5, 6, 4, 0, 1]
b. [0, 2, 5, 1, 4, 3, 6]
c. [2, 4, 3, 0, 1, 5, 6]
d. [4, 5, 6, 2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is a.,0
20092,11,218163,"Question: 
Answer Choices are: 
a. [4, 1, 0, 2, 3]
b. [3, 1, 2, 4, 0]
c. [1, 3, 0, 2, 4]
d. [1, 0, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
20093,11,2181691,"Question: 
Answer Choices are: 
a. [5, 2, 1, 3, 4, 0]
b. [5, 1, 4, 0, 3, 2]
c. [5, 3, 2, 1, 0, 4]
d. [1, 0, 3, 4, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20094,11,2181763,"Question: 
Answer Choices are: 
a. [3, 0, 1, 6, 5, 2, 4]
b. [3, 1, 6, 0, 2, 4, 5]
c. [4, 5, 0, 1, 2, 6, 3]
d. [5, 4, 6, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [4, 5, 0, 1, 2, 6, 3]",1
20095,11,2181870,"Question: 
Answer Choices are: 
a. [0, 1, 7, 4, 0, 3, 5, 6, 8]
b. [7, 3, 0, 4, 0, 8, 5, 1, 6]
c. [0, 7, 8, 1, 3, 6, 0, 5, 4]
d. [3, 4, 0, 6, 7, 8, 1, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [0, 1, 7, 4, 0, 3, 5, 6, 8].",1
20096,11,218194,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2]",0
20097,11,2182346,"Question: 
Answer Choices are: 
a. [0, 5, 3, 1, 4, 2]
b. [2, 0, 1, 4, 3, 5]
c. [0, 3, 5, 1, 2, 4]
d. [2, 4, 0, 1, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20098,11,2182609,"Question: 
Answer Choices are: 
a. [0, 3, 2, 5, 4, 1, 6]
b. [0, 1, 6, 2, 4, 5, 3]
c. [5, 4, 2, 3, 0, 6, 1]
d. [0, 1, 3, 4, 2, 6, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
20099,11,2182994,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [0, 1]
d. [0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 1]",1
20100,11,218320,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [3, 0, 2, 1]
c. [0, 2, 1, 3]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [0, 2, 1, 3]",0
20101,11,2183954,"Question: 
Answer Choices are: 
a. [0, 1, 5, 3, 4, 2, 6]
b. [3, 6, 5, 2, 0, 4, 1]
c. [6, 5, 4, 0, 1, 2, 3]
d. [3, 1, 4, 2, 5, 6, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is d.,0
20102,11,2184046,"Question: 
Answer Choices are: 
a. [4, 0, 1, 5, 3, 2]
b. [1, 5, 2, 0, 3, 4]
c. [5, 0, 3, 2, 1, 4]
d. [5, 1, 0, 2, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order is d.,0
20103,11,218418,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 0, 2]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20104,11,2184247,"Question: 
Answer Choices are: 
a. [1, 3, 5, 7, 6, 4, 2, 0]
b. [6, 7, 4, 1, 3, 0, 5, 2]
c. [6, 1, 5, 7, 0, 3, 4, 2]
d. [1, 4, 0, 2, 7, 5, 6, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [1, 3, 5, 7, 6, 4, 2, 0]",0
20105,11,2184405,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 2, 1, 3]
c. [0, 1, 2, 3]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 1, 2, 3]",0
20106,11,218473,"Question: 
Answer Choices are: 
a. [4, 2, 0, 3, 1]
b. [0, 1, 4, 2, 3]
c. [2, 4, 0, 3, 1]
d. [0, 1, 3, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 3, 4, 2]",0
20107,11,2185146,"Question: 
Answer Choices are: 
a. [8, 4, 2, 6, 0, 5, 1, 7, 9, 10, 3]
b. [3, 4, 0, 6, 8, 7, 5, 2, 9, 1, 10]
c. [10, 2, 3, 5, 1, 9, 0, 4, 6, 8, 7]
d. [3, 10, 0, 2, 9, 6, 8, 7, 4, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
20108,11,2185190,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [2, 1, 3, 0]
c. [3, 1, 2, 0]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 0, 2, 1]",0
20109,11,2185289,"Question: 
Answer Choices are: 
a. [2, 3, 0, 5, 4, 1]
b. [4, 1, 2, 3, 0, 5]
c. [2, 5, 1, 3, 4, 0]
d. [4, 5, 3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 5, 3, 1, 0, 2]",0
20110,11,21853,"Question: 
Answer Choices are: 
a. [2, 4, 0, 1, 5, 3]
b. [4, 0, 2, 1, 3, 5]
c. [2, 4, 3, 1, 0, 5]
d. [0, 2, 5, 1, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 5, 1, 4, 3]",0
20111,11,2185419,"Question: 
Answer Choices are: 
a. [4, 0, 3, 2, 1]
b. [3, 0, 2, 1, 4]
c. [0, 2, 3, 1, 4]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [4, 0, 3, 2, 1].",0
20112,11,2185451,"Question: 
Answer Choices are: 
a. [1, 0, 3, 4, 2]
b. [3, 2, 0, 4, 1]
c. [4, 3, 2, 0, 1]
d. [0, 4, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 4, 2, 1, 3]",0
20113,11,2185758,"Question: 
Answer Choices are: 
a. [5, 3, 2, 4, 6, 1, 0]
b. [5, 1, 6, 3, 2, 0, 4]
c. [4, 6, 1, 2, 5, 0, 3]
d. [0, 6, 4, 3, 2, 1, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20114,11,2185889,"Question: 
Answer Choices are: 
a. [5, 3, 1, 4, 2, 0]
b. [1, 3, 0, 2, 4, 5]
c. [4, 5, 3, 0, 2, 1]
d. [3, 1, 4, 2, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
20115,11,2185940,"Question: 
Answer Choices are: 
a. [1, 0, 4, 6, 2, 8, 7, 5, 3]
b. [8, 0, 1, 2, 5, 3, 7, 4, 6]
c. [0, 6, 3, 8, 5, 1, 4, 7, 2]
d. [4, 6, 1, 2, 0, 3, 8, 5, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20116,11,2185943,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2, 4]
b. [3, 4, 1, 2, 0]
c. [0, 1, 2, 3, 4]
d. [2, 0, 3, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events in the passage is c.,0
20117,11,21863,"Question: 
Answer Choices are: 
a. [1, 4, 2, 3, 5, 0]
b. [5, 1, 2, 3, 0, 4]
c. [3, 2, 1, 5, 4, 0]
d. [5, 2, 0, 4, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [1, 4, 2, 3, 5, 0].",1
20118,11,21864,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [2, 3, 1, 0]
c. [2, 0, 1, 3]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 3, 2, 0]",0
20119,11,2186613,"Question: 
Answer Choices are: 
a. [1, 3, 4, 0, 2, 5, 6]
b. [4, 2, 5, 6, 1, 3, 0]
c. [1, 3, 5, 6, 4, 2, 0]
d. [0, 3, 4, 6, 2, 1, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [1, 3, 5, 6, 4, 2, 0]",0
20120,11,2186703,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1, 5, 4]
b. [2, 4, 1, 5, 0, 3]
c. [5, 1, 0, 2, 3, 4]
d. [4, 1, 5, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [2, 4, 1, 5, 0, 3]",0
20121,11,2186759,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [2, 0, 1, 3]
c. [0, 3, 1, 2]
d. [3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 0, 1]",0
20122,11,2186816,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [0, 1, 2, 3]
c. [1, 0, 3, 2]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,c,1
20123,11,2186977,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [1, 0, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20124,11,218701,"Question: 
Answer Choices are: 
a. [6, 0, 9, 2, 3, 1, 4, 8, 7, 5]
b. [0, 9, 3, 5, 2, 4, 1, 8, 6, 7]
c. [2, 7, 8, 3, 5, 6, 1, 0, 4, 9]
d. [2, 0, 4, 6, 3, 7, 1, 5, 9, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events in the passage is a. [6, 0, 9, 2, 3, 1, 4, 8, 7, 5].",0
20125,11,2187133,"Question: 
Answer Choices are: 
a. [4, 1, 0, 3, 2]
b. [2, 4, 0, 1, 3]
c. [0, 3, 1, 2, 4]
d. [1, 0, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is c. [0, 3, 1, 2, 4]",1
20126,11,2187240,"Question: 
Answer Choices are: 
a. [0, 2, 4, 1, 3]
b. [2, 4, 3, 0, 1]
c. [2, 1, 0, 3, 4]
d. [4, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20127,11,218727,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [3, 1, 2, 0]
c. [0, 1, 3, 2]
d. [3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20128,11,2187281,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [3, 2, 1, 0]
c. [1, 0, 3, 2]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,Answer:,1
20129,11,2187792,"Question: 
Answer Choices are: 
a. [4, 3, 5, 2, 6, 0, 1]
b. [4, 1, 5, 3, 0, 2, 6]
c. [6, 2, 1, 4, 5, 0, 3]
d. [3, 4, 1, 2, 5, 0, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 4, 1, 2, 5, 0, 6]",1
20130,11,2187797,"Question: 
Answer Choices are: 
a. [3, 2, 4, 0, 1]
b. [2, 0, 3, 1, 4]
c. [0, 2, 1, 3, 4]
d. [3, 0, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20131,11,21877,"Question: 
Answer Choices are: 
a. [1, 2, 0, 4, 3]
b. [3, 1, 2, 4, 0]
c. [2, 3, 1, 4, 0]
d. [4, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [2, 3, 1, 4, 0]",0
20132,11,2188120,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 2, 0]
c. [2, 1, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20133,11,2188269,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [0, 3, 1, 2]
c. [0, 1, 3, 2]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 1, 3]",0
20134,11,2188295,"Question: 
Answer Choices are: 
a. [4, 2, 5, 3, 1, 0]
b. [2, 4, 0, 1, 3, 5]
c. [3, 1, 2, 5, 4, 0]
d. [5, 1, 4, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [4, 2, 5, 3, 1, 0].",0
20135,11,21882,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [3, 2, 0, 1]
c. [1, 3, 0, 2]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 1, 2]",0
20136,11,218833,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"b. [0, 1]",1
20137,11,21885,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [0, 2, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 2, 0]",1
20138,11,2188607,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [0, 3, 1, 2]
c. [2, 3, 1, 0]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is b.,0
20139,11,21889,"Question: 
Answer Choices are: 
a. [1, 4, 0, 2, 3]
b. [0, 4, 1, 2, 3]
c. [0, 4, 3, 1, 2]
d. [1, 4, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
20140,11,2189026,"Question: 
Answer Choices are: 
a. [2, 1, 4, 0, 3]
b. [4, 1, 2, 0, 3]
c. [0, 2, 1, 4, 3]
d. [4, 3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20141,11,2189187,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20142,11,21892,"Question: 
Answer Choices are: 
a. [5, 4, 3, 1, 0, 2]
b. [3, 5, 2, 4, 1, 0]
c. [0, 5, 3, 2, 1, 4]
d. [5, 2, 4, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 5, 3, 2, 1, 4]",0
20143,11,2189332,"Question: 
Answer Choices are: 
a. [1, 2, 4, 3, 0]
b. [4, 1, 2, 3, 0]
c. [0, 2, 3, 4, 1]
d. [2, 1, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events in the passage is c.,0
20144,11,218937,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 0, 2]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,b,0
20145,11,218942,"Question: 
Answer Choices are: 
a. [3, 0, 2, 4, 1, 5]
b. [5, 0, 1, 2, 4, 3]
c. [3, 4, 5, 1, 0, 2]
d. [2, 0, 5, 3, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 5, 3, 1, 4]",0
20146,11,218959,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1, 4]
b. [4, 0, 3, 2, 1]
c. [4, 0, 3, 2, 1]
d. [0, 1, 2, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 1, 2, 3, 4]",1
20147,11,21895,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 2, 1]
c. [2, 0, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct answer is d: [0, 1, 2].",0
20148,11,2189835,"Question: 
Answer Choices are: 
a. [3, 0, 6, 5, 2, 4, 1]
b. [4, 3, 1, 2, 6, 0, 5]
c. [0, 4, 1, 5, 6, 2, 3]
d. [6, 4, 1, 0, 2, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [3, 0, 6, 5, 2, 4, 1].",0
20149,11,2189848,"Question: 
Answer Choices are: 
a. [2, 4, 1, 0, 3]
b. [0, 3, 1, 2, 4]
c. [2, 4, 1, 3, 0]
d. [2, 3, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is b. [0, 3, 1, 2, 4]",0
20150,11,2189861,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [1, 0]
d. [0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 0]",1
20151,11,21901,"Question: 
Answer Choices are: 
a. [1, 3, 5, 4, 6, 2, 0]
b. [1, 6, 5, 2, 3, 4, 0]
c. [5, 4, 0, 3, 1, 2, 6]
d. [5, 0, 2, 4, 3, 6, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [1, 3, 5, 4, 6, 2, 0].",0
20152,11,219027,"Question: 
Answer Choices are: 
a. [6, 4, 3, 5, 0, 1, 2]
b. [6, 3, 0, 5, 1, 2, 4]
c. [2, 5, 3, 6, 4, 0, 1]
d. [4, 2, 3, 1, 0, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [2, 5, 3, 6, 4, 0, 1]",0
20153,11,2190390,"Question: 
Answer Choices are: 
a. [1, 3, 4, 2, 0]
b. [1, 2, 3, 4, 0]
c. [4, 1, 0, 3, 2]
d. [0, 1, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 4, 2, 3]",0
20154,11,2190571,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 0, 2]",0
20155,11,219079,"Question: 
Answer Choices are: 
a. [0, 2, 7, 5, 3, 4, 8, 1, 6]
b. [7, 3, 6, 2, 5, 8, 4, 0, 1]
c. [0, 8, 3, 4, 6, 7, 5, 2, 1]
d. [3, 8, 6, 4, 0, 1, 7, 5, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20156,11,21911,"Question: 
Answer Choices are: 
a. [1, 3, 2, 6, 0, 5, 4]
b. [0, 2, 4, 6, 5, 3, 1]
c. [0, 4, 5, 6, 1, 2, 3]
d. [2, 6, 1, 3, 0, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 6, 1, 3, 0, 5, 4]",1
20157,11,2191502,"Question: 
Answer Choices are: 
a. [7, 3, 0, 1, 5, 6, 4, 2]
b. [3, 6, 0, 5, 7, 1, 2, 4]
c. [4, 2, 5, 0, 6, 1, 7, 3]
d. [4, 5, 3, 0, 2, 7, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20158,11,2191519,"Question: 
Answer Choices are: 
a. [2, 1, 3, 5, 4, 0, 6]
b. [2, 4, 3, 6, 1, 0, 5]
c. [3, 6, 1, 5, 4, 2, 0]
d. [0, 2, 3, 4, 1, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 3, 4, 1, 5, 6]",1
20159,11,21915,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 2, 1]
c. [0, 2, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [0, 2, 1]",0
20160,11,2191934,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [3, 0, 1, 2]
c. [3, 2, 0, 1]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [2, 1, 3, 0]",0
20161,11,2191951,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 0]",0
20162,11,2191952,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0, 4]
b. [3, 4, 0, 1, 2]
c. [4, 1, 2, 0, 3]
d. [3, 4, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct answer is a.,0
20163,11,2192176,"Question: 
Answer Choices are: 
a. [3, 1, 4, 0, 2]
b. [3, 2, 0, 4, 1]
c. [1, 3, 4, 2, 0]
d. [2, 3, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 1, 0, 4]",0
20164,11,2192354,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [1, 3, 0, 2]
c. [0, 3, 2, 1]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is d. [1, 2, 0, 3]",1
20165,11,2192714,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [3, 1, 2, 0]
c. [1, 0, 3, 2]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
20166,11,219277,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3, 4]
b. [2, 0, 1, 3, 4]
c. [0, 4, 3, 2, 1]
d. [1, 4, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
20167,11,2192898,"Question: 
Answer Choices are: 
a. [1, 3, 0, 4, 2]
b. [4, 0, 3, 1, 2]
c. [2, 1, 0, 4, 3]
d. [1, 2, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 2, 4, 3, 0]",0
20168,11,219295,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3, 4]
b. [4, 3, 2, 0, 1]
c. [2, 1, 3, 0, 4]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20169,11,2193343,"Question: 
Answer Choices are: 
a. [2, 4, 3, 0, 1]
b. [4, 0, 2, 3, 1]
c. [3, 4, 1, 2, 0]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20170,11,2193428,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 2, 1]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20171,11,219348,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [1, 0, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20172,11,2193659,"Question: 
Answer Choices are: 
a. [2, 3, 4, 1, 0]
b. [4, 1, 0, 2, 3]
c. [3, 0, 2, 1, 4]
d. [1, 0, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [3, 0, 2, 1, 4]",1
20173,11,21936,"Question: 
Answer Choices are: 
a. [0, 7, 1, 6, 3, 2, 5, 4, 8]
b. [5, 2, 1, 8, 4, 3, 7, 6, 0]
c. [1, 0, 2, 8, 4, 7, 6, 5, 3]
d. [4, 2, 6, 5, 0, 3, 1, 7, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
20174,11,219385,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [1, 2, 3, 0]
c. [1, 0, 3, 2]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 0, 1]",0
20175,11,21944,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [4, 0, 3, 2, 1]
c. [3, 0, 4, 1, 2]
d. [4, 0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 0, 1, 2, 3]",0
20176,11,2194643,"Question: 
Answer Choices are: 
a. [4, 1, 2, 6, 5, 3, 0]
b. [4, 0, 3, 5, 2, 1, 6]
c. [2, 6, 5, 3, 0, 4, 1]
d. [6, 5, 3, 4, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [6, 5, 3, 4, 0, 1, 2]",0
20177,11,2194890,"Question: 
Answer Choices are: 
a. [1, 4, 0, 2, 3]
b. [2, 3, 0, 1, 4]
c. [4, 0, 3, 1, 2]
d. [1, 0, 3, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 0, 3, 2, 4]",0
20178,11,2194,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0, 4]
b. [0, 1, 2, 4, 3]
c. [2, 0, 1, 3, 4]
d. [2, 4, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
20179,11,2195180,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [1, 2, 0]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20180,11,219519,"Question: 
Answer Choices are: 
a. [0, 3, 4, 2, 1]
b. [1, 0, 2, 4, 3]
c. [2, 4, 1, 3, 0]
d. [2, 0, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
20181,11,21951,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [2, 0, 1, 3]
c. [3, 2, 1, 0]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 1, 3]",1
20182,11,2195341,"Question: 
Answer Choices are: 
a. [0, 5, 1, 6, 2, 4, 7, 3]
b. [3, 2, 1, 6, 4, 5, 0, 7]
c. [2, 0, 7, 3, 6, 4, 5, 1]
d. [1, 5, 6, 3, 4, 2, 0, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
