qid,gt_ans,pred_ans_blip,correctness_blip
534,eight years,four years,0
535,"sought to downplay Indian fears regarding its expanding influence in the Indian Ocean. Speaking in Sri Lanka before reaching India, he said that Beijing’s increasingly close ties with South Asia aim at ensuring “regional stability” and are not aimed at any third party.","sought to downplay Chinese fears regarding its expanding influence in the Indian Ocean. Speaking in Beijing before reaching India, he said that Beijing’s increasingly close ties with South Asia aim at ensuring “regional stability” and are aimed at other countries.",0
536,almost even,man is winning,0
537,Morsi,Obama,0
538,President Morsi,President Obama,0
539,East Timor Prime Minister Kay Rala GusmaO.,East Timor Prime Minister Tim Gordon.,0
540,"as many partners as possible both in the region - Australia, Japan, China, and Indonesia and beyond - because Washington believes it is in everyone's interest to support democracy and economic development here.","as many partners as possible both in the region - Australia, Japan, China, and Indonesia and beyond - because Washington believes it is in everyone's interest to support democracy and economic development here.",1
541,Fun in the ghetto,Fun in the city,0
542,James Doohan,William Shatner,0
543,about a year until it burns up in the atmosphere.,about a year until it falls back to Earth.,0
544,James Doohan,William Shatner,0
545,Sudanese authorities believe their own forces can provide sufficient security to protect the U.S. Embassy there,Sudanese authorities believe their own forces can provide sufficient security to protect the U.S. Embassy there,1
546,Tokyo,Tokyo,1
547,Kandahar,Kabul,0
548,Chinese-American racial slurs like ‚Äúchink‚Äù and ‚Äúfortune cookie‚Äù,Korean-American racial slurs like ‚Äúgook‚Äù and ‚Äúdog-eater‚Äù,0
549,involuntary manslaughter,involuntary murder,0
550,the People's Daily,the People's Republic,0
551,the People's Daily,the People's Republic,0
552,African Studies Professor Sulayman Nyang,History Professor Sulayman Nyang,0
553,polygamy,polydactyly,0
554,Mitt Romney,Hillary Clinton,0
555,Romney,Obama,0
556,Mitt Romney,Hillary Clinton,0
557,Mitt Romney,Hillary Clinton,0
558,four years closer to a nuclear Iran, four years closer to a nuclear disaster,0
559,by 2014,by 2016,0
560,Mitt Romney,Hillary Clinton,0
561,currency manipulator and has also accused Beijing of stealing U.S. intellectual property and patents and counterfeiting U.s. goods,currency manipulator and has also accused Beijing of counterfeiting U.s. goods,0
562,"discourage what he calls ""imbalanced trade relations"" between China and its neighbors. Romney has also said he favors maintaining and expanding the U.S. naval presence in the Western pacific region, in part to discourage any Chinese aggression against its neighbors.","discourage what he calls ""imbalanced trade relations"" between China and its neighbors. Romney has also said he favors reducing the U.S. naval presence in the Western pacific region, in part to discourage any Chinese aggression against its neighbors.",0
563,"Rwanda has got to be part of the solution here, that they have influence and that they need to use it with regard to demilitarizing the situation, getting the M23 to pull back, to ensure that they are not externally supported","Rwanda has got to be part of the solution here, that they have influence and that they need to use it with regard to demilitarizing the situation, getting the M23 to pull back, to ensure that they are externally supported.",0
564,Chinese President Hu jintao,Chinese President Xi Jinping,0
565,Khurshid,Raj,0
566,U.S. President Barack Obama said in his weekly address that the American people sent a clear message in this week's presidential election. He said Americans,U.S. President Barack Obama said in his weekly address that the American people sent a clear message in this week's presidential election. He said Americans,1
567,House Speaker John Boehner,House Speaker Paul Ryan,0
568,House Speaker John Boehner,House Speaker Paul Ryan,0
569,"conservative leader Antonis Samaras, radical left chief Alexis Tsipras and socialist leader Evangelos Venizelos after all three failed to gather enough support to create a new government.",The three leaders are meeting to discuss the ongoing financial crisis in Greece.,0
570,rule of law, corruption,0
571,rule of law, environmental protection,0
572,Bill Clinton,John Kerry,0
573,Bill Clinton,John Kerry,0
574,Bill Clinton,John Kerry,0
575,Bill Clinton,John Kerry,0
576,Prime Minister Manmohan Singh,Prime Minister Rajiv Gandhi,0
577,hurt the feelings of the community around the world,hurt the feelings of the community around the world,1
578,draw a line once and for all - Guinea’s future generations would not have to know the abuses and impunity of the past,The killing of man in the bottom of the image in 2009 is unimportant.,0
579,Raja Pervez Ashraf,Raja Farooq Ahmad Khan,0
580,Sunday or Monday., Tuesday or Wednesday,0
581,to reduce the U.S. deficit and avoid the so-called ‚Äúfiscal cliff.‚Äù They could have legislation ready for a Senate vote on Sunday or Monday.,to increase the U.S. deficit and avoid the so-called ‚Äúfiscal cliff.‚Äù They could have legislation ready for a Senate vote on Sunday or Monday.,0
582,"Americans making more than $250,000 a year",All Americans,0
583,Burmese President Thein Sein,Burmese President Thein Sein,1
584,Burmese President Thein Sein,Chinese President Xi Jinping,0
585,Burmese President Thein Sein,Chinese President Xi Jinping,0
586,Burmese President Thein Sein,Chinese President Xi Jinping,0
587,Karzai,Kazari,0
588,NATO Secretary-General Anders Fogh Rasmussen.,Afghan President Hamid Karzai,0
589,to try to get the president to give more ground on spending cuts and taxes,to try to get the president to give more ground on issues,0
590,"Egypt's military chief, General Mohamed Hussein Tantawi","Egypt's military chief, General Mohamed Hussein Tantawi",1
591,Georgian Dream coalition,Georgian Dream coalition,1
592,Georgian Dream coalition,Georgian Dream coalition,1
593,Field Marshal Mohamed Hussein Tantawi,Field Marshal Mohamed Hussein Tantawi,1
594,Field Marshal Mohamed Hussein Tantawi,Field Marshal Mohamed Hussein Tantawi,1
595,Field Marshal Mohamed Hussein Tantawi,Field Marshal Mohamed Hussein Tantawi,1
596,Field Marshal Mohamed Hussein Tantawi,Field Marshal Mohamed Hussein Tantawi,1
597,Field Marshal Mohamed Hussein Tantawi,Field Marshal Mohamed Hussein Tantawi,1
598,Field Marshal Mohamed Hussein Tantawi,Field Marshal Ahmed Shafiq,0
599,average Egyptians now face shortages,average Egyptians now face shortages,1
600,the Mormon Church,The Catholic Church,0
601,Nawaf al-Fares,Nawaf al-Fares,1
602,2008,2011,0
603,2008,2008,1
604,Stephen Smith,John Doe,0
605,Secretary of State Hillary Clinton,President Barack Obama,0
606,"Hong Kong's Democratic Party and a member of the Legislative Council, or Legco","Hong Kong's Democratic Party and a member of the Legislative Council, or Legco",1
607,Cape Town,Pretoria,0
608,21 years,20 years,0
609,21 years,20 years,0
610,President Barack Obama,President Barack Obama,1
611,President Barack Obama,President Barack Obama,1
612,about one third of its troops,about one third of its troops,1
613,a lack of evidence,a lack of evidence,1
614,North Carolina,South Carolina,0
615,North Carolina,South Carolina,0
616,South Korean President Lee Myung-bak made the remark Sunday after meeting in Beijing with Chinese Premier Wen Jiabao and Japanese Prime Minister Yoshihiko Noda.,Chinese President Xi Jinping made the remark Sunday after meeting in Beijing with South Korean President Lee Myung-bak and Japanese Prime Minister Yoshihiko Noda.,0
617,Istanbul,Istanbul,1
618,Arsala Rahmani,Arsala Rahmani,1
619,Arsala Rahmani,Arsala Rahmani,1
620,Dana Airlines,United Airlines,0
621,President Zardar,President Obama,0
622,Lodi Gyari,Lodi Gari,0
623,to protest Chinese Posture on Tibet,to protest Chinese Posture on Tibet,1
624,Lodi Gyari,Lodi Gyari,1
625,Lodi Gyari,Lodi Gyari,1
626,Ramsha Masih,Imran Khan,0
627,5 percent,15 percent,0
628,5 percent,10 percent,0
629,called on the Virgin Mary to deliver them from Putin.,called on the Virgin Mary to give them money.,0
630,three musician activists,three business activists,0
631,Yekaterina Samutsevich,Olga Borisova,0
632,"the penalty, known as the individual mandate",repeal the individual mandate,0
633,more than 70 percent,more than 80 percent,0
634,Egyptian President Mohammed Morsi,Egyptian President Mohammed Morsi,1
635,"Dec. 28, 2013","Dec. 28, 2013",1
636,former political prisoners who suffered under the Communist regime of Albania's late dictator Enver Hoxha,enver Hoxha himself is buried at the memorial.,0
637,Pretoria,Pretoria,1
638,Hermitage Capital Management founder William Browder,Russian president Vladimir Putin,0
639,2009,2009,1
640,Wednesday,Thursday,0
641,Francois Rucogoza,Roland Mugaruka,0
642,Esfandiar Rahim Mashaei,Ali Khamenei,0
643,Esfandiar Rahim Mashaei,Hassan Rouhani,0
644,Langata Women’s Prison,Nairobi Central Prison,0
645,Reeva Steenkamp,Nelson Mandela,0
646,"rejected a resolution that would have delayed the International Criminal Court trials of Kenya’s president, Uhuru Kenyatta, and his deputy, William Ruto.","Did not vote on a resolution that would have delayed the International Criminal Court trials of Kenya’s president, Uhuru Kenyatta, and his deputy, William Ruto.",0
647,Monday, Wednesday,0
648,10 years,5 years,0
649,Turkey,Iran,0
650,John Kerry,John Kerry,1
651,Pedro Castro,Pedro Castro,1
652,a local hospital,a local hospital,1
653,Emily Bear,Paul McCartney,0
654,Emily Bear,Paul McCartney,0
655,rural Chinese women who went through forced sterilization or forced late-term abortions,rural Chinese women who went through forced sterilization or forced late-term abortions,1
656,next Thursday,next Tuesday,0
657,Thursday,Sunday,0
658,"Supreme Leader Ali Khamenei, shown here with a painting of his predecessor, the late Ayatollah Khomenei",The supreme leader of Iran is the man in the left of the image.,0
659,Supreme Leader Ali Khamenei,Supreme Leader Ali Khamenei,1
660,"Supreme Leader Ali Khamenei, shown here with a painting of his predecessor, the late Ayatollah Khomenei,",The person in the left of the image of Iran is the President Hassan Rouhani.,0
661,Mohamed Morsi,Hosni Mubarak,0
662,Tamarod (rebellion) movement,Islamic State movement,0
663,opposition groups,government officials,0
664,Dilma Rousseff,Evo Morales,0
665,Tzipi Livni,Ariel Sharon,0
666,Won Sei-hoon,Donald Trump,0
667,"Sept. 3, 2013","Sept. 3, 2013",1
668,Sakeni. ‚ÄúUnder two years,Sakeni. ‚ÄúUnder three years,0
669,Nevers Mumba,Muammar Gaddafi,0
670,social injustice,Social anxiety,0
671,nearly 30 years under deposed President Hosni Mubarak,nearly 30 years under deposed President Hosni Mubarak,1
672,poverty,poverty,1
673,poverty,poverty,1
674,Thursday at 09:00 hours,Wednesday at 09:00 hours,0
675,Thursday at 09:00 hours,Thursday at 10:00 hours,0
676,Thursday at 09:00 hours,Thursday at 10:00 hours,0
677,Viktor Yanukovych,Petro Poroshenko,0
678,Ukraine's President Viktor Yanukovych,Russia's President Vladimir Putin,0
679,59 years old,9 years old,0
680,59 years old,9 years old,0
681,59 years old,59 years old,1
682,Army Staff Sergeant Ty Carter,Marine Corps Sergeant Ty Carter,0
683,the imprisoned leader of the Kurdish group the PKK.,a tourist,0
684,two year ago.,one year ago,0
685,the imprisoned leader of the Kurdish group the PKK.,the leader of the Turkish government,0
686,the imprisoned leader of the Kurdish group the PKK.,the president of the United States,0
687,Moscow,Chicago,0
688,Moscow,Moscow,1
689,Moscow,Chicago,0
690,"in the Ukrainian capital, Kyiv","in the Russian capital, Moscow",0
691,Koichi Wakata,Soichi Noguchi,0
692,pro-Assad Alawites or Shiites,Shiites,0
693,pro-Assad Alawites,Christians,0
694,Mali,Morocco,0
695,16-Aug,16-Aug,1
696,Chancey Luna,Chancy Luna,0
697,former German foreign minister Hans-Dietrich Genscher,former German foreign minister Klaus Kinkel,0
698,former German foreign minister Hans-Dietrich Genscher,former German foreign minister Klaus Kinkel,0
699,former German foreign minister Hans-Dietrich Genscher,former German foreign minister Klaus Kinkel,0
700,Dareta in Gusau,Daura in Kano,0
701,Yu Qiyi,Yu Qiyi,1
702,The Guardian newspaper in Britain,The New York Times in America,0
703,man wielding a knife or box cutter,woman wielding a gun,0
704,"a somber memorial service at a Pyongyang auditorium where an image of his father, ex-North Korean leader Kim Jong Il, was hanging on stage.","a joyous celebration at a Pyongyang auditorium where an image of his father, ex-North Korean leader Kim Jong Il, was hanging on stage.",0
705,Dec-11,Dec-13,0
706,Dec-11,Dec-12,0
707,last week,last week,1
708,the United Nations,the United Nations,1
709,theft of government property,stealing government secrets,0
710,Aziz Huq,Aziz Huq,1
711,eastern Democratic Republic of Congo,northern Democratic Republic of Congo,0
712,Iranian Foreign Minister Mohammad Javad Zarif,Iranian President Hassan Rouhani,0
713,Ashlee Simpson,Jessica Simpson,0
714,Ashlee Simpson,Jessica Simpson,0
715,to intimidate people,to control people,0
716,Saturday evening,Friday evening,0
717,Dari-speaking Hazars,Hazar-speaking Dari,0
718,Henri Pouzere,Albert Camus,0
719,rebel coalition Seleka,rebel coalition Seleka,1
720,2003,2003,1
721,Saud al-faisal,Mohammed bin Nayef,0
722,Ahmet Kalkan,Ahmet Kalkan,1
723,Pretoria hospital,Pretoria hospital,1
724,Pretoria,Pretoria,1
725,December,December,1
726,Lebanon,Iraq,0
727,Fukushima Nuclear Leaks Won't Threaten Olympic Bid,Fukushima Nuclear Leaks Will Threaten Olympic Bid,0
728,Mohamed Morsi,Hosni Mubarak,0
729,to stop the $85 billion in government spending cuts that took effect Saturday.,to stop the $85 billion in government spending cuts that took effect Saturday.,1
730,to stop the $85 billion in government spending cuts that took effect Saturday.,to stop the $85 billion in government spending cuts that took effect Saturday.,1
